ID,Endpoint,Assay,Value,Unit,Standardized_Value,Peptidic_Type,Source
MC-0015,Papp BA,Caco-2,53.5,10^6 cm/s,-4.272,Non,WO2011053821A1
MC-0015,Papp AB,Caco-2,0.274,10^6 cm/s,-6.562,Non,WO2011053821A1
MC-0015,ER,Caco-2,195,,195,Non,WO2011053821A1
MC-0016,ER,Caco-2,169,,169,Semi,WO2011053821A1
MC-0016,Papp AB,Caco-2,0.193,10^6 cm/s,-6.714,Semi,WO2011053821A1
MC-0016,Papp BA,Caco-2,32.7,10^6 cm/s,-4.485,Semi,WO2011053821A1
MC-0016,Papp AB+,Caco-2,2.15,10^6 cm/s,-5.668,Semi,WO2011053821A1
MC-0016,Papp BA+,Caco-2,16.4,10^6 cm/s,-4.785,Semi,WO2011053821A1
MC-0016,ER+,Caco-2,7.6,,7.6,Semi,WO2011053821A1
MC-0017,ER+,Caco-2,6.59,,6.59,Non,WO2011053821A1
MC-0017,Papp BA+,Caco-2,13.1,10^6 cm/s,-4.883,Non,WO2011053821A1
MC-0017,Papp AB+,Caco-2,1.99,10^6 cm/s,-5.701,Non,WO2011053821A1
MC-0017,ER,Caco-2,297,,297,Non,WO2011053821A1
MC-0017,Papp BA,Caco-2,29.5,10^6 cm/s,-4.53,Non,WO2011053821A1
MC-0017,Papp AB,Caco-2,0.099,10^6 cm/s,-7.004,Non,WO2011053821A1
MC-0018,Papp BA,Caco-2,13.4,10^6 cm/s,-4.873,Non,WO2011053821A1
MC-0018,ER,Caco-2,95,,95,Non,WO2011053821A1
MC-0018,Papp AB,Caco-2,0.142,10^6 cm/s,-6.848,Non,WO2011053821A1
MC-0018,ER+,Caco-2,13.5,,13.5,Non,WO2011053821A1
MC-0018,Papp BA+,Caco-2,9.78,10^6 cm/s,-5.01,Non,WO2011053821A1
MC-0018,Papp AB+,Caco-2,0.727,10^6 cm/s,-6.138,Non,WO2011053821A1
MC-0019,ER+,Caco-2,2.21,,2.21,Non,WO2011053821A1
MC-0019,Papp AB+,Caco-2,11.3,10^6 cm/s,-4.947,Non,WO2011053821A1
MC-0019,Papp BA+,Caco-2,24.9,10^6 cm/s,-4.604,Non,WO2011053821A1
MC-0019,Papp BA,Caco-2,64.2,10^6 cm/s,-4.192,Non,WO2011053821A1
MC-0019,Papp AB,Caco-2,0.266,10^6 cm/s,-6.575,Non,WO2011053821A1
MC-0019,ER,Caco-2,241,,241,Non,WO2011053821A1
MC-0020,Papp BA+,Caco-2,14.1,10^6 cm/s,-4.851,Semi,WO2011053821A1
MC-0020,Papp AB+,Caco-2,1.65,10^6 cm/s,-5.783,Semi,WO2011053821A1
MC-0020,ER+,Caco-2,8.52,,8.52,Semi,WO2011053821A1
MC-0020,Papp BA,Caco-2,28,10^6 cm/s,-4.553,Semi,WO2011053821A1
MC-0020,ER,Caco-2,288,,288,Semi,WO2011053821A1
MC-0020,Papp AB,Caco-2,0.097,10^6 cm/s,-7.013,Semi,WO2011053821A1
MC-0021,Papp BA+,Caco-2,28.5,10^6 cm/s,-4.545,Non,WO2011053821A1
MC-0021,Papp AB+,Caco-2,11.9,10^6 cm/s,-4.924,Non,WO2011053821A1
MC-0021,ER+,Caco-2,2.39,,2.39,Non,WO2011053821A1
MC-0021,Papp BA,Caco-2,58.9,10^6 cm/s,-4.23,Non,WO2011053821A1
MC-0021,Papp AB,Caco-2,0.291,10^6 cm/s,-6.536,Non,WO2011053821A1
MC-0021,ER,Caco-2,203,,203,Non,WO2011053821A1
MC-0022,Papp AB,Caco-2,0.112,10^6 cm/s,-6.951,Semi,WO2011053821A1
MC-0022,ER,Caco-2,380,,380,Semi,WO2011053821A1
MC-0022,Papp BA,Caco-2,42.6,10^6 cm/s,-4.371,Semi,WO2011053821A1
MC-0022,Papp BA+,Caco-2,18.4,10^6 cm/s,-4.735,Semi,WO2011053821A1
MC-0022,ER+,Caco-2,2.21,,2.21,Semi,WO2011053821A1
MC-0022,Papp AB+,Caco-2,8.32,10^6 cm/s,-5.08,Semi,WO2011053821A1
MC-0023,Papp AB+,Caco-2,3.33,10^6 cm/s,-5.478,Non,WO2011053821A1
MC-0023,Papp BA+,Caco-2,18.4,10^6 cm/s,-4.735,Non,WO2011053821A1
MC-0023,ER,Caco-2,216,,216,Non,WO2011053821A1
MC-0023,Papp BA,Caco-2,36.9,10^6 cm/s,-4.433,Non,WO2011053821A1
MC-0023,Papp AB,Caco-2,0.171,10^6 cm/s,-6.767,Non,WO2011053821A1
MC-0023,ER+,Caco-2,5.54,,5.54,Non,WO2011053821A1
MC-0024,ER,Caco-2,0.672,,0.672,Non,WO2008130464A1
MC-0024,Papp AB,Caco-2,163,10^-6 cm/s,-3.788,Non,WO2008130464A1
MC-0024,Papp BA,Caco-2,110,10^-6 cm/s,-3.959,Non,WO2008130464A1
MC-0025,ER,Caco-2,5.59,,5.59,Semi,WO2008130464A1
MC-0025,Papp BA,Caco-2,67.3,10^-6 cm/s,-4.172,Semi,WO2008130464A1
MC-0025,Papp AB,Caco-2,12.1,10^-6 cm/s,-4.917,Semi,WO2008130464A1
MC-0026,Papp AB,Caco-2,113,10^-6 cm/s,-3.947,Non,WO2008130464A1
MC-0026,Papp BA,Caco-2,123,10^-6 cm/s,-3.91,Non,WO2008130464A1
MC-0026,ER,Caco-2,1.08,,1.08,Non,WO2008130464A1
MC-0027,ER,Caco-2,4.18,,4.18,Non,WO2008130464A1
MC-0027,Papp AB,Caco-2,11.2,10^-6 cm/s,-4.951,Non,WO2008130464A1
MC-0027,Papp BA,Caco-2,46.9,10^-6 cm/s,-4.329,Non,WO2008130464A1
MC-0028,Papp AB,Caco-2,10,10^-6 cm/s,-5,Semi,10.1016/j.bmcl.2008.10.004
MC-0028,Papp,Caco-2,11,10^-6 cm/s,-4.959,Semi,WO2007014918A1
MC-0029,Papp,Caco-2,3.6,10^-6 cm/s,-5.444,Semi,WO2007014918A1
MC-0029,Papp AB,Caco-2,3,10^-6 cm/s,-5.523,Semi,10.1016/j.bmcl.2008.10.004
MC-0030,Papp,Caco-2,8.6,10^-6 cm/s,-5.066,Semi,WO2007014918A1
MC-0031,Papp,Caco-2,31,10^-6 cm/s,-4.509,Semi,WO2007014918A1
MC-0031,Papp AB,Caco-2,30,10^-6 cm/s,-4.523,Semi,10.1016/j.bmcl.2008.10.004
MC-0032,ER,Caco-2,2.7,,2.7,Non,WO2010118078A1
MC-0032,Papp,Caco-2,1.8,10^-6 cm/s,-5.745,Non,WO2010118078A1
MC-0033,ER,Caco-2,1.4,,1.4,Non,WO2015155197A1
MC-0033,Papp AB,Caco-2,138.6,nm/s,-4.858,Non,WO2015155197A1
MC-0033,Papp BA,Caco-2,196.6,nm/s,-4.706,Non,WO2015155197A1
MC-0034,Papp BA,Caco-2,43,nm/s,-5.367,Non,WO2015155197A1
MC-0034,Papp AB,Caco-2,47,nm/s,-5.328,Non,WO2015155197A1
MC-0034,ER,Caco-2,0.91,,0.91,Non,WO2015155197A1
MC-0035,ER,Caco-2,0.8,,0.8,Non,WO2015155197A1
MC-0035,Papp AB,Caco-2,67,nm/s,-5.174,Non,WO2015155197A1
MC-0035,Papp BA,Caco-2,55,nm/s,-5.26,Non,WO2015155197A1
MC-0036,Papp AB,Caco-2,87,nm/s,-5.06,Non,WO2015155197A1
MC-0036,Papp BA,Caco-2,88,nm/s,-5.056,Non,WO2015155197A1
MC-0036,ER,Caco-2,1,,1,Non,WO2015155197A1
MC-0037,Papp BA,Caco-2,126,nm/s,-4.9,Non,WO2015155197A1
MC-0037,Papp AB,Caco-2,82,nm/s,-5.086,Non,WO2015155197A1
MC-0037,ER,Caco-2,1.5,,1.5,Non,WO2015155197A1
MC-0038,Papp BA,Caco-2,442,nm/s,-4.355,Non,WO2015155197A1
MC-0038,ER,Caco-2,69.7,,69.7,Non,WO2015155197A1
MC-0038,Papp AB,Caco-2,6,nm/s,-6.222,Non,WO2015155197A1
MC-0039,Papp AB,Caco-2,4,nm/s,-6.398,Non,WO2015155197A1
MC-0039,Papp BA,Caco-2,262,nm/s,-4.582,Non,WO2015155197A1
MC-0039,ER,Caco-2,74.5,,74.5,Non,WO2015155197A1
MC-0040,Papp AB,Caco-2,12,nm/s,-5.921,Non,WO2015155197A1
MC-0040,Papp BA,Caco-2,76,nm/s,-5.119,Non,WO2015155197A1
MC-0040,ER,Caco-2,6.5,,6.5,Non,WO2015155197A1
MC-0041,Papp AB,Caco-2,62.4,nm/s,-5.205,Non,WO2017055196A1
MC-0041,Papp BA,Caco-2,89.2,nm/s,-5.05,Non,WO2017055196A1
MC-0041,ER,Caco-2,1.4,,1.4,Non,WO2017055196A1
MC-0042,Papp AB,Caco-2,9.9,nm/s,-6.004,Non,WO2017055196A1
MC-0042,Papp BA,Caco-2,229.3,nm/s,-4.64,Non,WO2017055196A1
MC-0042,ER,Caco-2,23.2,,23.2,Non,WO2017055196A1
MC-0043,Papp BA,Caco-2,240.5,nm/s,-4.619,Non,WO2017055196A1
MC-0043,ER,Caco-2,5,,5,Non,WO2017055196A1
MC-0043,Papp AB,Caco-2,48.2,nm/s,-5.317,Non,WO2017055196A1
MC-0044,Papp BA,Caco-2,222.7,nm/s,-4.652,Non,WO2017055196A1
MC-0044,Papp AB,Caco-2,46.4,nm/s,-5.333,Non,WO2017055196A1
MC-0044,ER,Caco-2,4.8,,4.8,Non,WO2017055196A1
MC-0045,Papp AB,MDCK,0.15,10^-6 cm/s,-6.824,Non,WO2021108628A1
MC-0045,ER,MDCK,>100,,100,Non,WO2021108628A1
MC-0046,ER,MDCK,39,,39,Non,WO2021108628A1
MC-0046,Papp AB,MDCK,0.89,10^-6 cm/s,-6.051,Non,WO2021108628A1
MC-0047,Papp AB,MDCK,0.8,10^-6 cm/s,-6.097,Non,WO2021108628A1
MC-0047,ER,MDCK,34,,34,Non,WO2021108628A1
MC-0048,ER,MDCK,97,,97,Non,WO2021108628A1
MC-0048,Papp AB,MDCK,0.47,10^-6 cm/s,-6.328,Non,WO2021108628A1
MC-0049,ER,MDCK,0.66,,0.66,Non,WO2021108628A1
MC-0049,Papp AB,MDCK,21,10^-6 cm/s,-4.678,Non,WO2021108628A1
MC-0050,Papp AB,MDCK,14,10^-6 cm/s,-4.854,Non,WO2021108628A1
MC-0050,ER,MDCK,2.2,,2.2,Non,WO2021108628A1
MC-0051,ER,MDCK,2.6,,2.6,Non,WO2021108628A1
MC-0051,ER,MDCK,3.8,,3.8,Non,WO2021108628A1
MC-0051,Papp AB,MDCK,0.45,10^-6 cm/s,-6.347,Non,WO2021108628A1
MC-0051,Papp AB,MDCK,0.48,10^-6 cm/s,-6.319,Non,WO2021108628A1
MC-0052,ER,MDCK,15,,15,Non,WO2021108628A1
MC-0052,Papp AB,MDCK,0.29,10^-6 cm/s,-6.538,Non,WO2021108628A1
MC-0053,Papp AB,MDCK,2.2,10^-6 cm/s,-5.658,Non,WO2021108628A1
MC-0053,ER,MDCK,5.5,,5.5,Non,WO2021108628A1
MC-0054,ER,MDCK,6.2,,6.2,Non,WO2021108628A1
MC-0054,Papp AB,MDCK,2.3,10^-6 cm/s,-5.638,Non,WO2021108628A1
MC-0055,Papp AB,MDCK,26,10^-6 cm/s,-4.585,Non,WO2021108628A1
MC-0055,ER,MDCK,0.55,,0.55,Non,WO2021108628A1
MC-0056,Papp AB,MDCK,0.12,10^-6 cm/s,-6.921,Non,WO2021108628A1
MC-0056,ER,MDCK,4.4,,4.4,Non,WO2021108628A1
MC-0057,ER,MDCK,22,,22,Non,WO2021108628A1
MC-0057,Papp AB,MDCK,0.08,10^-6 cm/s,-7.097,Non,WO2021108628A1
MC-0058,ER,MDCK,2,,2,Non,WO2021108628A1
MC-0058,Papp AB,MDCK,3.9,10^-6 cm/s,-5.409,Non,WO2021108628A1
MC-0059,ER,MDCK,9.5,,9.5,Non,WO2021108628A1
MC-0059,Papp AB,MDCK,2,10^-6 cm/s,-5.699,Non,WO2021108628A1
MC-0060,Papp AB,MDCK,0.91,10^-6 cm/s,-6.041,Non,WO2021108628A1
MC-0060,ER,MDCK,27,,27,Non,WO2021108628A1
MC-0061,Papp AB,MDCK,24,10^-6 cm/s,-4.62,Non,WO2021108628A1
MC-0061,ER,MDCK,0.49,,0.49,Non,WO2021108628A1
MC-0062,ER,MDCK,5.1,,5.1,Non,WO2021108628A1
MC-0062,Papp AB,MDCK,3.6,10^-6 cm/s,-5.444,Non,WO2021108628A1
MC-0063,ER,MDCK,1.3,,1.3,Non,WO2021108628A1
MC-0063,Papp AB,MDCK,11,10^-6 cm/s,-4.959,Non,WO2021108628A1
MC-0064,ER,MDCK,1.1,,1.1,Non,WO2021108628A1
MC-0064,Papp AB,MDCK,12,10^-6 cm/s,-4.921,Non,WO2021108628A1
MC-0065,Papp AB,MDCK,6.3,10^-6 cm/s,-5.201,Non,WO2021108628A1
MC-0065,ER,MDCK,1.9,,1.9,Non,WO2021108628A1
MC-0066,Papp AB,MDCK,0.15,10^-6 cm/s,-6.824,Non,WO2021108628A1
MC-0066,ER,MDCK,12,,12,Non,WO2021108628A1
MC-0067,Papp AB,MDCK,0.31,10^-6 cm/s,-6.509,Non,WO2021108628A1
MC-0067,ER,MDCK,58,,58,Non,WO2021108628A1
MC-0068,Papp AB,MDCK,0.09,10^-6 cm/s,-7.046,Non,WO2021108628A1
MC-0068,ER,MDCK,49,,49,Non,WO2021108628A1
MC-0069,Papp AB,MDCK,7.3,10^-6 cm/s,-5.137,Non,WO2021108628A1
MC-0069,ER,MDCK,1.5,,1.5,Non,WO2021108628A1
MC-0070,ER,MDCK,36,,36,Non,WO2021108628A1
MC-0070,Papp AB,MDCK,0.72,10^-6 cm/s,-6.143,Non,WO2021108628A1
MC-0071,ER,MDCK,21,,21,Non,WO2021108628A1
MC-0071,Papp AB,MDCK,1.2,10^-6 cm/s,-5.921,Non,WO2021108628A1
MC-0072,Papp AB,MDCK,0.59,10^-6 cm/s,-6.229,Non,WO2021108628A1
MC-0072,ER,MDCK,21,,21,Non,WO2021108628A1
MC-0073,Papp AB,MDCK,1.2,10^-6 cm/s,-5.921,Non,WO2021108628A1
MC-0073,ER,MDCK,12,,12,Non,WO2021108628A1
MC-0074,ER,MDCK,7.9,,7.9,Non,WO2021108628A1
MC-0074,Papp AB,MDCK,2.8,10^-6 cm/s,-5.553,Non,WO2021108628A1
MC-0075,Papp AB,MDCK,2.6,10^-6 cm/s,-5.585,Non,WO2021108628A1
MC-0075,ER,MDCK,7.3,,7.3,Non,WO2021108628A1
MC-0076,Papp AB,MDCK,0.092,10^-6 cm/s,-7.036,Non,WO2021108628A1
MC-0076,ER,MDCK,77,,77,Non,WO2021108628A1
MC-0077,ER,MDCK,>9.5,,9.5,Non,WO2021108628A1
MC-0077,ER,MDCK,5.2,,5.2,Non,WO2021108628A1
MC-0077,Papp AB,MDCK,0.13,10^-6 cm/s,-6.886,Non,WO2021108628A1
MC-0077,Papp AB,MDCK,<0.047,10^-6 cm/s,-7.327902142,Non,WO2021108628A1
MC-0078,ER,MDCK,51,,51,Non,WO2021108628A1
MC-0078,Papp AB,MDCK,0.16,10^-6 cm/s,-6.796,Non,WO2021108628A1
MC-0079,ER,MDCK,10,,10,Non,WO2021108628A1
MC-0079,Papp AB,MDCK,1.5,10^-6 cm/s,-5.824,Non,WO2021108628A1
MC-0080,ER,MDCK,1.4,,1.4,Non,WO2021108628A1
MC-0080,Papp AB,MDCK,8.8,10^-6 cm/s,-5.056,Non,WO2021108628A1
MC-0081,ER,MDCK,5.5,,5.5,Non,WO2021108628A1
MC-0081,Papp AB,MDCK,2,10^-6 cm/s,-5.699,Non,WO2021108628A1
MC-0082,ER,MDCK,22,,22,Non,WO2021108628A1
MC-0082,ER,MDCK,0.75,,0.75,Non,WO2021108628A1
MC-0082,Papp AB,MDCK,6.8,10^-6 cm/s,-5.167,Non,WO2021108628A1
MC-0082,Papp AB,MDCK,9.1,10^-6 cm/s,-5.041,Non,WO2021108628A1
MC-0083,Papp AB,MDCK,0.83,10^-6 cm/s,-6.081,Non,WO2021108628A1
MC-0083,ER,MDCK,30,,30,Non,WO2021108628A1
MC-0084,Papp AB,MDCK,15,10^-6 cm/s,-4.824,Non,WO2021108628A1
MC-0084,ER,MDCK,0.5,,0.5,Non,WO2021108628A1
MC-0085,Papp,MDCK,13.5,nm/s,-5.87,Non,Not Available
MC-0085,Papp,MDCK,0.94,nm/s,-7.027,Non,Not Available
MC-0085,ER+,Caco-2,6,,6,Non,10.1124/dmd.110.034629
MC-0085,Papp AB,Caco-2,1.1,10^-6 cm/s,-5.959,Non,10.1124/dmd.110.034629
MC-0085,Papp BA,Caco-2,15.11,10^-6 cm/s,-4.821,Non,10.1021/acs.jmedchem.8b00819
MC-0085,Papp AB,Caco-2,0.6,10^-6 cm/s,-6.222,Non,10.1124/dmd.110.034629
MC-0085,ER+,Caco-2,0.5,,0.5,Non,10.1124/dmd.110.034629
MC-0085,Papp BA,Caco-2,0.6,10^-6 cm/s,-6.222,Non,10.1124/dmd.110.034629
MC-0085,ER,Caco-2,79.53,,79.53,Non,10.1021/acs.jmedchem.8b00819
MC-0085,ER+,Caco-2,2.7,,2.7,Non,10.1124/dmd.110.034629
MC-0085,Papp AB,Caco-2,1.2,10^-6 cm/s,-5.921,Non,10.1124/dmd.110.034629
MC-0085,Papp BA,Caco-2,9.89,10^-6 cm/s,-5.005,Non,10.1016/j.bmc.2013.11.037
MC-0085,ER,Caco-2,7.1,,7.1,Non,10.1124/dmd.110.034629
MC-0085,Papp AB,Caco-2,0.3,10^-6 cm/s,-6.523,Non,10.1124/dmd.110.034629
MC-0085,Log Papp BA,Caco-2,-5.15,,-5.15,Non,10.1016/j.bmc.2011.03.011
MC-0085,ER,Caco-2,16.92,,16.92,Non,10.1016/j.bmc.2013.11.037
MC-0085,Papp AB,Caco-2,0.58,10^-6 cm/s,-6.237,Non,10.1016/j.bmc.2013.11.037
MC-0085,Papp AB,Caco-2,0.032,10^-6 cm/s,-7.489,Non,10.1016/j.ejmech.2020.112465
MC-0085,Papp,PAMPA,0.22,10^-6 cm/s,-6.658,Non,10.1016/j.bmcl.2021.127847
MC-0085,Papp AB,Caco-2,0.19,10^-6 cm/s,-6.721,Non,10.1021/acs.jmedchem.8b00819
MC-0085,Papp BA,Caco-2,6.8,10^-6 cm/s,-5.167,Non,10.1124/dmd.110.034629
MC-0085,ER,MDCK,14.4,,14.4,Non,Not Available
MC-0085,Papp BA,Caco-2,1.7,10^-6 cm/s,-5.77,Non,10.1124/dmd.110.034629
MC-0085,Papp BA,Caco-2,3,10^-6 cm/s,-5.523,Non,10.1124/dmd.110.034629
MC-0085,Papp AB+,MDCK,9.7±0.4,nm/s,-6.013,Non,https://hrcak.srce.hr/62210
MC-0085,Papp AB,Caco-2,0.17,10^-6 cm/s,-6.77,Non,10.1021/acs.jmedchem.8b02032
MC-0085,Papp BA,Caco-2,13.39,10^-6 cm/s,-4.873,Non,10.1021/acs.jmedchem.8b02032
MC-0085,ER,Caco-2,78.76,,78.76,Non,10.1021/acs.jmedchem.8b02031
MC-0085,Papp AB,Caco-2,0.35,10^-6 cm/s,-6.456,Non,10.1021/acs.jmedchem.9b00952
MC-0085,Papp BA,Caco-2,10.4,10^-6 cm/s,-4.983,Non,10.1021/acs.jmedchem.9b00952
MC-0085,Papp,Caco-2,1,10^-6 cm/s,-6,Non,10.1021/acs.jmedchem.8b01259
MC-0085,Log Papp,Caco-2,-5.43,,-5.43,Non,10.1016/j.bmc.2009.08.022
MC-0085,Log Papp AB,Caco-2,-5.49,,-5.49,Non,10.1016/j.bmc.2011.03.011
MC-0085,Papp BA+,MDCK,62.6±16.4,nm/s,-5.203,Non,https://hrcak.srce.hr/62210
MC-0085,ER+,MDCK,6.4,,6.4,Non,https://hrcak.srce.hr/62210
MC-0085,ER,MDCK,8.5,,8.5,Non,10.1124/dmd.110.034629
MC-0085,Papp AB,MDCK,10.1 ± 0.3,nm/s,-5.996,Non,https://hrcak.srce.hr/62210
MC-0085,Papp,PAMPA,1.3±0.1,nm/s,-6.886,Non,https://hrcak.srce.hr/62210
MC-0085,ER+,Caco-2,2.6,,2.6,Non,https://hrcak.srce.hr/62210
MC-0085,Papp BA,MDCK,128.7 ± 8.7,nm/s,-4.89,Non,https://hrcak.srce.hr/62210
MC-0085,Papp AB+,Caco-2,4.4±0.2,nm/s,-6.357,Non,https://hrcak.srce.hr/62210
MC-0085,ER,Caco-2,74.5,,74.5,Non,https://hrcak.srce.hr/62210
MC-0085,Papp BA,Caco-2,63.8 ± 3.3,nm/s,-5.195,Non,https://hrcak.srce.hr/62210
MC-0085,Papp AB,Caco-2, 0.9 ± 0.2,nm/s,-7.046,Non,https://hrcak.srce.hr/62210
MC-0085,Papp BA+,Caco-2,11.6±1.4,nm/s,-5.936,Non,https://hrcak.srce.hr/62210
MC-0085,ER,MDCK,12.7,,12.7,Non,https://hrcak.srce.hr/62210
MC-0086,Papp,MDCK,336,nm/s,-4.474,Non,Not Available
MC-0086,Papp,MDCK,10.8,nm/s,-5.967,Non,Not Available
MC-0086,Papp BA,Caco-2,9.4,10^-6 cm/s,-5.027,Non,10.1124/dmd.110.034629
MC-0086,Papp AB,Caco-2,11.9,10^-6 cm/s,-4.924,Non,10.1124/dmd.110.034629
MC-0086,ER,Caco-2,5.1,,5.1,Non,10.1124/dmd.110.034629
MC-0086,Papp AB,Caco-2,3.5,10^-6 cm/s,-5.456,Non,10.1124/dmd.110.034629
MC-0086,ER+,Caco-2,0.8,,0.8,Non,10.1124/dmd.110.034629
MC-0086,ER+,MDCK,2.9,,2.9,Non,https://hrcak.srce.hr/62210
MC-0086,Papp,Caco-2,10,10^-6 cm/s,-5,Non,10.1021/acs.jmedchem.8b01259
MC-0086,Papp AB+,MDCK,54.1±3.2,nm/s,-5.267,Non,https://hrcak.srce.hr/62210
MC-0086,ER,MDCK,31.3,,31.3,Non,Not Available
MC-0086,Papp AB,MDCK,3.3 ± 0.9,nm/s,-6.481,Non,https://hrcak.srce.hr/62210
MC-0086,Papp AB,Caco-2,38.4 ± 4,nm/s,-5.416,Non,https://hrcak.srce.hr/62210
MC-0086,ER,Caco-2,4.8,,4.8,Non,https://hrcak.srce.hr/62210
MC-0086,Papp,PAMPA,37.8±1.7,nm/s,-5.423,Non,https://hrcak.srce.hr/62210
MC-0086,Papp BA+,Caco-2,73.4±5.8,nm/s,-5.134,Non,https://hrcak.srce.hr/62210
MC-0086,ER+,Caco-2,1,,1,Non,https://hrcak.srce.hr/62210
MC-0086,Papp AB+,Caco-2,72.9±1.8,nm/s,-5.137,Non,https://hrcak.srce.hr/62210
MC-0086,Papp BA,MDCK,548.6 ± 42.2,nm/s,-4.261,Non,https://hrcak.srce.hr/62210
MC-0086,ER,MDCK,166,,166,Non,https://hrcak.srce.hr/62210
MC-0086,Papp BA+,MDCK,159.1±15.3,nm/s,-4.798,Non,https://hrcak.srce.hr/62210
MC-0086,Papp BA,Caco-2,183.3 ± 6.5,nm/s,-4.737,Non,https://hrcak.srce.hr/62210
MC-0086,Papp BA,Caco-2,18,10^-6 cm/s,-4.745,Non,10.1124/dmd.110.034629
MC-0087,Papp AB+,Caco-2,86.9±5.5,nm/s,-5.061,Non,https://hrcak.srce.hr/62210
MC-0087,ER,MDCK,80,,80,Non,https://hrcak.srce.hr/62210
MC-0087,Papp,PAMPA,0.76,10^-6 cm/s,-6.119,Non,10.1016/j.bmcl.2021.127847
MC-0087,ER+,MDCK,16,,16,Non,https://hrcak.srce.hr/62210
MC-0087,Papp BA+,MDCK,98.5±14.5,nm/s,-5.007,Non,https://hrcak.srce.hr/62210
MC-0087,Papp BA,MDCK,298 ± 7.5,nm/s,-4.526,Non,https://hrcak.srce.hr/62210
MC-0087,Papp AB,Caco-2,5.2 ± 1.2,nm/s,-6.284,Non,https://hrcak.srce.hr/62210
MC-0087,ER+,Caco-2,2.2,,2.2,Non,https://hrcak.srce.hr/62210
MC-0087,Papp AB,MDCK,3.7 ± 0.4,nm/s,-6.432,Non,https://hrcak.srce.hr/62210
MC-0087,Papp,PAMPA,35.6±1.5,nm/s,-5.449,Non,https://hrcak.srce.hr/62210
MC-0087,Papp BA,Caco-2,110.9 ± 9.1,nm/s,-4.955,Non,https://hrcak.srce.hr/62210
MC-0087,Papp AB+,MDCK,6.2±0.9,nm/s,-6.208,Non,https://hrcak.srce.hr/62210
MC-0087,ER,Caco-2,21.3,,21.3,Non,https://hrcak.srce.hr/62210
MC-0087,Papp BA+,Caco-2,188.3±5.6,nm/s,-4.725,Non,https://hrcak.srce.hr/62210
MC-0088,Papp AB+,Caco-2,16.8±4.3,nm/s,-5.775,Non,https://hrcak.srce.hr/62210
MC-0088,Papp AB,Caco-2,2.2 ± 1.3,nm/s,-6.658,Non,https://hrcak.srce.hr/62210
MC-0088,Papp BA,Caco-2,166.4 ± 13.1,nm/s,-4.779,Non,https://hrcak.srce.hr/62210
MC-0088,ER+,Caco-2,1,,1,Non,https://hrcak.srce.hr/62210
MC-0088,Papp,Caco-2,1,10^-6 cm/s,-6,Non,10.1021/acs.jmedchem.8b01259
MC-0088,ER+,MDCK,1.3,,1.3,Non,https://hrcak.srce.hr/62210
MC-0088,Papp BA+,MDCK,48.2±9.9,nm/s,-5.317,Non,https://hrcak.srce.hr/62210
MC-0088,Papp BA+,Caco-2,16.5±3.3,nm/s,-5.783,Non,https://hrcak.srce.hr/62210
MC-0088,ER,MDCK,4.2,,4.2,Non,https://hrcak.srce.hr/62210
MC-0088,ER,Caco-2,75,,75,Non,https://hrcak.srce.hr/62210
MC-0088,Papp AB,MDCK,25.9 ± 4.3,nm/s,-5.587,Non,https://hrcak.srce.hr/62210
MC-0088,Papp AB+,MDCK,35.9±0.1,nm/s,-5.445,Non,https://hrcak.srce.hr/62210
MC-0088,Papp,PAMPA,10.1±0.9,nm/s,-5.996,Non,https://hrcak.srce.hr/62210
MC-0088,Papp BA,MDCK,109.7 ± 18.7,nm/s,-4.96,Non,https://hrcak.srce.hr/62210
MC-0089,ER+,MDCK,2.6,,2.6,Non,https://hrcak.srce.hr/62210
MC-0089,Papp BA,Caco-2,94.9 ± 2.3,nm/s,-5.023,Non,https://hrcak.srce.hr/62210
MC-0089,Papp BA+,Caco-2,75.6±0.4,nm/s,-5.121,Non,https://hrcak.srce.hr/62210
MC-0089,Papp AB+,Caco-2,26.8±2.7,nm/s,-5.572,Non,https://hrcak.srce.hr/62210
MC-0089,Papp AB,Caco-2,19.4 ± 2.2,nm/s,-5.712,Non,https://hrcak.srce.hr/62210
MC-0089,Papp AB,MDCK,4.7 ± 0.8,nm/s,-6.328,Non,https://hrcak.srce.hr/62210
MC-0089,Papp BA+,MDCK,151.6±42.1,nm/s,-4.819,Non,https://hrcak.srce.hr/62210
MC-0089,Papp AB+,MDCK,59.3±13.4,nm/s,-5.227,Non,https://hrcak.srce.hr/62210
MC-0089,ER,MDCK,75.6,,75.6,Non,https://hrcak.srce.hr/62210
MC-0089,ER,Caco-2,4.9,,4.9,Non,https://hrcak.srce.hr/62210
MC-0089,Papp BA,MDCK,358.5 ± 16.6,nm/s,-4.446,Non,https://hrcak.srce.hr/62210
MC-0089,ER+,Caco-2,2.8,,2.8,Non,https://hrcak.srce.hr/62210
MC-0089,Papp,PAMPA,0.13±0.03,nm/s,-7.886,Non,https://hrcak.srce.hr/62210
MC-0090,Minus_Log P app,PAMPA,>8,,-8,Semi,10.1002/anie.202206866
MC-0091,Minus_Log P app,PAMPA,7.75±0.07,,-7.75,Semi,10.1002/anie.202206866
MC-0092,Minus_Log P app,PAMPA,7.19±0.08,,-7.19,Semi,10.1002/anie.202206866
MC-0093,Minus_Log P app,PAMPA,7.35±0.04,,-7.35,Semi,10.1002/anie.202206866
